Status,Campaign ID,Program,Domain,Payout,Type,Deeplink allowed,Affiliate link
Pre-approved (open),11153,Friends Adult Diapers,friendsdiaper.in,135 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ffriendsdiaper.in%2F
Pre-approved (open),31520,Frizzlife,frizzlife.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.frizzlife.com
Pre-approved (open),37501,FuelOne,fuelone.in,4.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.fuelone.in%2F
Pre-approved (open),30883,Full Shine,fullshine.net,8.55%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.fullshine.net%2F
Pre-approved (open),8113,Funkoeurope,funkoeurope.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ffunkoeurope.com
Pre-approved (open),18057,Funwhole,lumibricks.com,5.7%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.lumibricks.com%2F
Pre-approved (open),3705,Furlenco,furlenco.com,236.25 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.furlenco.com%2F
Pre-approved (open),4128,FutureLearn,futurelearn.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.futurelearn.com%2F
Pre-approved (open),23612,Fytoo,fytoo.com,5.7%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.fytoo.com%2F
Pre-approved (open),40125,Fyva,fyva.in,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ffyva.in%2F
Pre-approved (open),35769,G4free,g4free.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fg4free.com%2F
Pre-approved (open),6166,Gamer Saloon (US),gamersaloon.com,1856.42 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgamersaloon.com%2F
Pre-approved (open),11170,Gameseal,gameseal.com,2.14%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgameseal.com%2F
Pre-approved (open),58581,Gamesir,gamesir.com,2.63%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gamesir.com
Pre-approved (open),5087,Gamivo,gamivo.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gamivo.com%2F
Pre-approved (open),38989,Gamma,gamma.app,18.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgamma.app%2F
Pre-approved (open),9622,Garden of Wellness,gardenofwellness.com.au,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgardenofwellness.com.au%2F
Pre-approved (open),9572,GAT Sklep,gatsklep.pl,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgatsklep.pl%2F
Pre-approved (open),11138,Gate Operators Direct,gateoperatorsdirectusa.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgateoperatorsdirectusa.com
Pre-approved (open),40751,Gaudì,gaudi-fashion.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgaudi-fashion.com%2F
Pre-approved (open),37552,GearUp booster,gearupbooster.com,52.5%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gearupbooster.com%2F
Pre-approved (open),49710,Geberich,geberich.eu,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgeberich.eu%2F
Pre-approved (open),9557,geekbitshirts,geekbitshirts.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgeekbitshirts.com%2F
Pre-approved (open),2932,GeekBuying,geekbuying.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.geekbuying.com%2F
Pre-approved (open),64750,Get Epic,getepic.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.getepic.com
Pre-approved (open),40171,Get Joy Food,getjoyfood.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgetjoyfood.com%2F
Pre-approved (open),12164,GetResponse,getresponse.com,30%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.getresponse.com%2F
Pre-approved (open),29847,Getscreen,getscreen.me,22.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgetscreen.me%2Fen%2F
Pre-approved (open),9581,GetYourGuide,getyourguide.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.getyourguide.com%2F
Pre-approved (open),34089,GharSoaps,gharsoaps.shop,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gharsoaps.shop%2F
Pre-approved (open),37403,Giantfood,giantfood.com,5.63 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgiantfood.com
Pre-approved (open),3531,GiftCards,giftcards.com,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.giftcards.com%2F
Pre-approved (open),11905,Gifted Philippines,gifted.ph,1.05%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgifted.ph%2F
Pre-approved (open),31702,Gigsberg,gigsberg.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gigsberg.com
Pre-approved (open),78604,Gillmanandco,gillmanandco.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gillmanandco.com
Pre-approved (open),72225,Gingiberi,gingiberi.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgingiberi.com%2F
Pre-approved (open),29965,Gitmind,gitmind.com,22.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgitmind.com%2F
Pre-approved (open),6507,Gizmogo,gizmogo.com,3.56 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gizmogo.com%2F
Pre-approved (open),7670,Glasseslit,glasseslit.com,5.03%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.glasseslit.com
Pre-approved (open),26314,Glideapps,glideapps.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.glideapps.com%2Fclassic
Pre-approved (open),35417,Goatlife,goatlife.co.in,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgoatlife.co.in%2F
Pre-approved (open),35187,Gobble,gobble.com,1167.13 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gobble.com%2Faff-100%2F
Pre-approved (open),49844,Goddiva (US),goddiva.us,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgoddiva.us%2F
Pre-approved (open),238,Godrej Interio,interio.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Finterio.com%2F
Pre-approved (open),15240,GOELIA,goelia1995.com,5.7%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.goelia1995.com%2F
Pre-approved (open),3942,Goibibo Hotels,goibibo.com,210 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.goibibo.com%2Fhotels
Pre-approved (open),3278,Gonoise,gonoise.com,4.2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gonoise.com%2F
Pre-approved (open),28112,Goodness Lover,goodnesslover.com,15%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgoodnesslover.com%2F
Pre-approved (open),9544,Gooloo,gooloo.com,8.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fus.gooloo.com%2F
Pre-approved (open),75192,Gostops,gostops.com,6.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gostops.com
Pre-approved (open),14048,Gourmet Gift Basket Store,gourmetgiftbasketstore.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gourmetgiftbasketstore.com
Pre-approved (open),7080,gourmetgiftbaskets,gourmetgiftbaskets.com,6.3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gourmetgiftbaskets.com
Pre-approved (open),7618,Gousto,gousto.co.uk,675 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gousto.co.uk%2F
Pre-approved (open),7271,GOVEE,govee.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fus.govee.com%2F
Pre-approved (open),5370,Gowabi TH,gowabi.com,1.05%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gowabi.com%2Fen
Pre-approved (open),6215,Gramedia - ID,gramedia.com,2.4%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gramedia.com%2F
Pre-approved (open),5821,Grand Patio,grandpatio.com,10.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.grandpatio.com%2F
Pre-approved (open),78679,Graniteprinting,graniteprinting.com,13.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.graniteprinting.com
Pre-approved (open),5892,Gravityforms,gravityforms.com,14.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gravityforms.com%2F
Pre-approved (open),9223,Greg Norman Collection,gregnormancollection.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fgregnormancollection.com%2F
Pre-approved (open),5061,Gritzo,gritzo.com,6.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.gritzo.com%2F
Pre-approved (open),5362,Guess MY,guess.my,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.guess.my%2F
Pre-approved (open),29517,Guilin Feiyu Technology Incorporated Company,feiyu-tech.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fstore.feiyu-tech.com
Pre-approved (open),4684,Guvi,guvi.in,4.73%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.guvi.in%2F
Pre-approved (open),28196,Guzzini,guzzini.com,4.27%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fguzzini.com%2F
Pre-approved (open),7268,H10 Hotels,h10hotels.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.h10hotels.com%2Fen
Pre-approved (open),7852,Haelf,haelf.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhaelf.com%2F
Pre-approved (open),79454,Haier,haierindia.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fshop.haierindia.com%2F
Pre-approved (open),57971,Hailuoai,hailuoai.video,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhailuoai.video%2F
Pre-approved (open),50007,Hairbloom,hairbloomstore.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhairbloomstore.com%2F
Pre-approved (open),5068,Halara,thehalara.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fthehalara.com%2F
Pre-approved (open),44213,Halara DE,thehalara.de,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fthehalara.de%2F
Pre-approved (open),57751,Hamara Mall,hamaramall.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhamaramall.com%2F
Pre-approved (open),78107,Hamercop,hamercop.com,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhamercop.com%2F
Pre-approved (open),5544,Hamilton Island AU,hamiltonisland.com.au,4.5%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hamiltonisland.com.au%2F
Pre-approved (open),4659,Hammer,hammeronline.in,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhammeronline.in%2F
Pre-approved (open),7868,Hana Emi,hanaemistore.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhanaemistore.com%2F
Pre-approved (open),9731,Happyandpolly,happyandpolly.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhappyandpolly.com
Pre-approved (open),4715,Harvey Nichols,harveynichols.com,1.28%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.harveynichols.com%2Fint%2F
Pre-approved (open),7291,Hasthemes,hasthemes.com,33.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhasthemes.com%2F
Pre-approved (open),40528,Hatke,thehatke.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fthehatke.com%2F
Pre-approved (open),3956,Havells,havells.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhavells.com%2F
Pre-approved (open),4662,Hayman Coffee,haymancoffee.com,4.5%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.haymancoffee.com%2F
Pre-approved (open),14450,HB Digital Inc (photowhoa),photowhoa.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fphotowhoa.com
Pre-approved (open),56497,HBADA,hbada.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhbada.com%2F
Pre-approved (open),5465,HDFC Bank Credit Card CPL,bank.in,1050 INR,CPL,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fapplyonline.hdfc.bank.in%2Fcards%2Fcredit-cards.html%23nbb
Pre-approved (open),5507,HDFC Bank Swiggy Credit Card CPL,bank.in,1829.25 INR,CPL,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fapplyonline.hdfc.bank.in%2Fcards%2Fcredit-cards.html
Pre-approved (open),847,HealthKart,healthkart.com,4.73%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.healthkart.com%2F
Pre-approved (open),3790,HealthXP,healthxp.in,1.28%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhealthxp.in%2F
Pre-approved (open),8573,Hebe Kampania PL,hebe.pl,4.5%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hebe.pl%2F
Pre-approved (open),6229,Hedoine - UK,hedoine.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhedoine.com%2F
Pre-approved (open),3160,HelloFresh,hellofresh.com,5.13 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hellofresh.com
Pre-approved (open),11547,Helloice,helloice.com,7.88%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.helloice.com%2F
Pre-approved (open),5678,Hemp Bombs,hempbombs.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhempbombs.com%2F
Pre-approved (open),444,Herbspro,herbspro.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.herbspro.com%2F
Pre-approved (open),27485,Herdiotech,herdiotech.com,7.13%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fherdiotech.com%2F
Pre-approved (open),33882,Herman Miller,hermanmiller.hk,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hermanmiller.hk
Pre-approved (open),8628,Hernest,hernest.com,4.27%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hernest.com%2F
Pre-approved (open),37402,Hertz uk,hertz.co.uk,3.56%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hertz.co.uk%2F
Pre-approved (open),37462,Hibrew,hibrew.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hibrew.com%2F
Pre-approved (open),40441,Hichkie,hichkie.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhichkie.com%2F
Pre-approved (open),7321,High Sierra,highsierra.com,3.56%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fshop.highsierra.com%2F
Pre-approved (open),5470,Highwood USA,highwood-usa.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhighwood-usa.com%2F
Pre-approved (open),8622,HINOMI,hinomi.co,2.14%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hinomi.co%2F
Pre-approved (open),50165,HireMyMom.com,hiremymom.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hiremymom.com
Pre-approved (open),4486,Hkvitals,hkvitals.com,13.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hkvitals.com%2F
Pre-approved (open),19815,Hobibear,hobibear.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhobibear.com%2F
Pre-approved (open),5204,HOK Makeup,hokmakeup.com,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhokmakeup.com%2F
Pre-approved (open),41206,Hoka One US,hoka.com,1.49%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hoka.com%2Fen%2Fus%2F
Pre-approved (open),13299,Holidayextras,holidayextras.com,1.05%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.holidayextras.com%2F
Pre-approved (open),3459,homary,homary.com,3.75%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.homary.com
Pre-approved (open),8670,Homescapes - UK,homescapesonline.com,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.homescapesonline.com%2F
Pre-approved (open),7311,Homestyler,homestyler.com,20.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.homestyler.com%2F
Pre-approved (open),9560,HopeGoo,hopegoo.com,2.63%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hopegoo.com%2Fen-us
Pre-approved (open),6571,Hostarmada,hostarmada.com,29.25 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhostarmada.com%2F
Pre-approved (open),7559,Hostpapa,hostpapa.com,39 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hostpapa.com%2F
Pre-approved (open),5426,Hot Octopuss,hotoctopuss.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hotoctopuss.com%2F
Pre-approved (open),55339,Hotels.com ID,hotels.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fid.hotels.com%2F
Pre-approved (open),6167,House of Cavani,cavani.co.uk,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cavani.co.uk%2F
Pre-approved (open),37711,House of Marley,thehouseofmarley.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fthehouseofmarley.com%2F
Pre-approved (open),7629,Hover,hover.com,10.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hover.com%2F
Pre-approved (open),29644,Hozodesign,hozodesign.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhozodesign.com%2F
Pre-approved (open),5615,Htvront,htvront.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.htvront.com%2F
Pre-approved (open),8600,Huawei (MY) - CPS,huawei.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fconsumer.huawei.com%2Fmy%2Foffer
Pre-approved (open),1618,Huawei - MY,huawei.com,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fconsumer.huawei.com%2Fmy%2F
Pre-approved (open),9585,Huawei IT,huawei.com,3.08%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fconsumer.huawei.com%2Fit%2Foffer
Pre-approved (open),30262,Hubstaff,hubstaff.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhubstaff.com%2F
Pre-approved (open),40776,Humalingo,humalingo.com,778.09 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fhumalingo.com%2F
Pre-approved (open),5292,Humble Bundle,humblebundle.com,7.88%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.humblebundle.com%2F
Pre-approved (open),29920,Hume,hume.ai,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hume.ai%2F
Pre-approved (open),8657,Humming Flowers - SG,hummings.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hummings.com%2F
Pre-approved (open),5190,Hungryroot,hungryroot.com,324.2 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hungryroot.com%2F
Pre-approved (open),33285,Hypermedica,hypermedica.com,3079.92 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fonboarding.hypermedica.com%2F
Pre-approved (open),5280,Hyugalife,hyugalife.com,10.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.hyugalife.com
Pre-approved (open),3937,Ibacosmetics,ibacosmetics.com,12.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fibacosmetics.com%2F
